Banco,Contrato,Origen,Dia semana,Tipo archivo recaudo,Cuenta
davivienda,préstamos hipotecarios,presencial,1,pagos presencial,454
nu pagamentos sa,impuesto predial,p,3,pagos web,453
bancolombia s.a.,impuesto predial,a,3,pagos web,451
nequi,industria y comercio,p,4,pagos web,448
bancolombia,movilidad,p,4,pagos web,444
bogota_1,publicidad exterior visual,presencial,2,pagos presencial,440
nequi,industria y comercio,p,0,pagos web,438
bancolombia,facilidades,n,0,pagos web,437
davivienda,alumbrado publico,presencial,4,pagos presencial,436
citibank,industria y comercio,p,0,pagos web,435
bancolombia,aprov.esp.pub,presencial,1,pagos presencial,429
bancolombia - botón bancolombi,facilidades,n,2,pagos web,428
bancolombia,ingresos no tributarios,p,3,pagos web,423
banco davivienda,impuesto predial,a,3,pagos web,421
bancolombia,movilidad,p,3,pagos web,421
bancolombia - botón bancolombi,industria y comercio,p,6,pagos web,420
banco davivienda,impuesto predial,n,4,pagos web,413
bbva,impuesto predial,presencial,2,pagos presencial,412
davivienda,préstamos hipotecarios,presencial,3,pagos presencial,411
scotiabank colpatria s.a.,impuesto predial,p,5,pagos web,410
scotiabank colpatria s.a.,impuesto predial,p,6,pagos web,407
bancolombia s.a.,impuesto predial,a,4,pagos web,405
davivienda,préstamos hipotecarios,presencial,2,pagos presencial,405
bancolombia,circulacion y transito,p,5,pagos web,403
banco av villas,industria y comercio,p,0,pagos web,403
bbva,impuesto predial,presencial,4,pagos presencial,402
bancolombia,aprov.esp.pub,presencial,2,pagos presencial,400
"banco de occidente, s.a.",impuesto predial,p,0,pagos web,399
bbva,impuesto predial,presencial,1,pagos presencial,398
bbva,impuesto predial,presencial,0,pagos presencial,397
"banco de occidente, s.a.",impuesto predial,p,2,pagos web,396
banco colpatria pricesmart,impuesto predial,p,0,pagos web,395
bancolombia - botón bancolombi,facilidades,n,1,pagos web,395
bbva,impuesto predial,presencial,3,pagos presencial,394
bbva,industria y comercio,presencial,0,pagos presencial,393
popular,industria y comercio,presencial,2,pagos presencial,393
itaú,impuesto predial,p,4,pagos web,393
bancolombia,movilidad,p,2,pagos web,392
bancolombia,movilidad,p,1,pagos web,388
banco davivienda,impuesto predial,a,4,pagos web,387
bancolombia - botón bancolombi,facilidades,n,3,pagos web,387
occidente,alumbrado publico,presencial,4,pagos presencial,385
bancolombia - botón bancolombi,facilidades,n,4,pagos web,385
bancolombia,ingresos no tributarios,p,4,pagos web,384
"rappipay, s.a.s.",impuesto predial,p,3,pagos web,380
occidente,rentas contractuales,presencial,3,pagos presencial,380
davivienda,alumbrado publico,presencial,2,pagos presencial,379
nu pagamentos sa,impuesto predial,p,4,pagos web,379
bancolombia,ingresos no tributarios,presencial,5,pagos presencial,378
bancolombia,rentas contractuales,p,3,pagos web,375
"banco davivienda, s.a.",impuesto predial,p,3,pagos web,372
bancolombia s.a.,impuesto predial,n,6,pagos web,371
bancolombia,rentas contractuales,p,4,pagos web,371
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,1,pagos presencial,368
banco davivienda,retencion ica,p,0,pagos web,363
bancolombia,rentas contractuales,p,2,pagos web,363
banco de occidente,impuesto predial,p,5,pagos web,363
davivienda,préstamos hipotecarios,presencial,4,pagos presencial,362
bancolombia s.a.,facilidades,p,4,pagos web,362
banco davivienda,retencion ica,p,1,pagos web,362
banco colpatria pricesmart,impuesto predial,p,1,pagos web,360
davivienda,préstamos hipotecarios,presencial,0,pagos presencial,358
bancolombia,rentas contractuales,p,0,pagos web,358
bancolombia,impuesto telefonico,presencial,3,pagos presencial,357
bancolombia s.a.,industria y comercio,p,5,pagos web,357
banco davivienda,industria y comercio,p,6,pagos web,356
bancolombia,aprov.esp.pub,presencial,3,pagos presencial,356
bancolombia,movilidad,p,0,pagos web,350
bancolombia s.a.,impuesto predial,n,5,pagos web,349
bancolombia,ingresos no tributarios,p,1,pagos web,349
bancolombia s.a.,facilidades,p,1,pagos web,348
popular,industria y comercio,presencial,3,pagos presencial,348
popular,industria y comercio,presencial,1,pagos presencial,340
banco de occidente,impuesto predial,p,6,pagos web,338
"rappipay, s.a.s.",impuesto predial,p,4,pagos web,334
popular,industria y comercio,presencial,4,pagos presencial,333
occidente,préstamos hipotecarios,presencial,1,pagos presencial,331
bancolombia,aprov.esp.pub,presencial,4,pagos presencial,330
bbva colombia s.a,impuesto predial,p,2,pagos web,326
occidente,alumbrado publico,presencial,3,pagos presencial,324
bancolombia,impuesto telefonico,presencial,4,pagos presencial,324
occidente,alumbrado publico,presencial,2,pagos presencial,322
banco itau,impuesto predial,p,6,pagos web,321
bancolombia,ingresos no tributarios,p,2,pagos web,320
banco davivienda,impuesto predial,a,5,pagos web,320
bancolombia,impuesto telefonico,presencial,1,pagos presencial,318
banco cooperativo coopcentral,impuesto predial,p,6,pagos web,318
banco davivienda,retencion ica,p,2,pagos web,317
occidente,préstamos hipotecarios,presencial,2,pagos presencial,316
banco davivienda,retencion ica,p,4,pagos web,315
bancolombia - botón bancolombi,facilidades,n,0,pagos web,314
banco cooperativo coopcentral,impuesto predial,p,5,pagos web,313
banco gnb sudameris,impuesto predial,p,0,pagos web,312
banco de occidente,retencion ica,p,1,pagos web,311
"banco davivienda, s.a.",impuesto predial,p,4,pagos web,311
compania de financiamiento tuy,impuesto predial,p,6,pagos web,309
banco itau,impuesto predial,p,5,pagos web,309
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,p,3,pagos web,309
banco de occidente,retencion ica,p,4,pagos web,308
"itau corpbanca colombia, s.a.",impuesto predial,p,1,pagos web,305
"itau corpbanca colombia, s.a.",impuesto predial,p,0,pagos web,304
confiar cooperativa financiera,impuesto predial,p,1,pagos web,302
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,3,pagos presencial,302
nequi,impuesto predial,n,2,pagos web,302
occidente,préstamos hipotecarios,presencial,3,pagos presencial,301
compania de financiamiento tuy,impuesto predial,p,5,pagos web,301
occidente,rentas contractuales,presencial,2,pagos presencial,301
bancolombia s.a.,impuesto predial,a,6,pagos web,299
nequi,facilidades,p,3,pagos web,299
davivienda,alumbrado publico,presencial,0,pagos presencial,297
banco de bogota,retencion ica,p,0,pagos web,296
confiar cooperativa financiera,impuesto predial,p,0,pagos web,295
bancolombia s.a.,facilidades,p,3,pagos web,295
banco de occidente,retencion ica,p,3,pagos web,295
bancolombia,circulacion y transito,p,6,pagos web,294
banco de occidente,retencion ica,p,2,pagos web,293
popular,impuesto predial,presencial,0,pagos presencial,291
"itau corpbanca colombia, s.a.",impuesto predial,p,3,pagos web,290
banco de bogota s.a.,impuesto predial,p,0,pagos web,289
davivienda,impuesto predial,presencial,5,pagos presencial,289
banco caja social,recursos fonset,p,1,pagos web,288
popular,movilidad,presencial,4,pagos presencial,287
bancolombia,aprov.esp.pub,presencial,0,pagos presencial,287
bancolombia,ingresos no tributarios,p,0,pagos web,287
"itau corpbanca colombia, s.a.",impuesto predial,p,2,pagos web,282
banco gnb sudameris,impuesto predial,p,1,pagos web,281
nequi,facilidades,p,0,pagos web,280
"banco de occidente, s.a.",impuesto predial,p,3,pagos web,280
nequi,facilidades,p,2,pagos web,279
popular,impuesto predial,presencial,2,pagos presencial,279
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,4,pagos presencial,279
bancoomeva s.a.,impuesto predial,p,1,pagos web,279
occidente,rentas contractuales,presencial,0,pagos presencial,277
bogota_1,publicidad exterior visual,presencial,4,pagos presencial,276
banco caja social,recursos fonset,p,2,pagos web,275
scotiabank colpatria,impuesto predial,n,0,pagos web,275
banco colpatria pricesmart,impuesto predial,p,2,pagos web,274
popular,impuesto predial,presencial,4,pagos presencial,273
banco de occidente,retencion ica,p,0,pagos web,273
banco davivienda,publicidad exterior visual,p,4,pagos web,273
banco davivienda,industria y comercio,n,1,pagos web,272
bbva colombia s.a,impuesto predial,p,1,pagos web,271
banco de bogota,retencion ica,p,1,pagos web,271
nequi,facilidades,p,1,pagos web,269
banco davivienda,retencion ica,p,3,pagos web,267
banco davivienda,impuesto predial,a,6,pagos web,266
bancolombia s.a.,facilidades,p,2,pagos web,265
bancolombia,impuesto telefonico,presencial,2,pagos presencial,264
nequi,impuesto predial,a,1,pagos web,264
banco davivienda,impuesto predial,n,5,pagos web,264
banco de bogota s.a.,impuesto predial,p,2,pagos web,264
gnb,industria y comercio,presencial,2,pagos presencial,264
banco popular,impuesto predial,p,5,pagos web,263
bancolombia - botón bancolombi,industria y comercio,n,5,pagos web,263
banco de bogota,retencion ica,p,4,pagos web,260
banco popular,rendimientos financieros y recursos no ejecutados,p,1,pagos web,260
nequi,facilidades,p,4,pagos web,260
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,p,1,pagos web,259
banco de bogota,retencion ica,p,2,pagos web,259
bbva colombia s.a,impuesto predial,p,0,pagos web,259
bancolombia,pot.,presencial,1,pagos presencial,258
bancolombia,transferencias,p,4,pagos web,257
nequi,impuesto predial,a,2,pagos web,254
occidente,alumbrado publico,presencial,0,pagos presencial,253
itaú,impuesto predial,p,5,pagos web,252
banco av villas s.a.,impuesto predial,p,0,pagos web,252
banco av villas s.a.,impuesto predial,p,1,pagos web,252
popular,impuesto predial,presencial,1,pagos presencial,249
nequi,impuesto predial,n,1,pagos web,249
banco davivienda,industria y comercio,n,2,pagos web,248
davivienda,rentas contractuales,presencial,1,pagos presencial,248
confiar cooperativa financiera,impuesto predial,p,2,pagos web,248
banco davivienda,impuesto predial,n,6,pagos web,247
banco de bogota s.a.,impuesto predial,p,1,pagos web,247
banco de bogota,retencion ica,p,3,pagos web,246
banco av villas s.a.,impuesto predial,p,2,pagos web,246
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,p,4,pagos web,245
banco bbva colombia s.a.,rendimientos financieros y recursos no ejecutados,p,1,pagos web,245
davivienda,impuesto predial,presencial,6,pagos presencial,245
occidente,rentas contractuales,presencial,4,pagos presencial,244
nequi,impuesto predial,a,0,pagos web,243
confiar cooperativa financiera,impuesto predial,p,3,pagos web,243
"banco de occidente, s.a.",impuesto predial,p,4,pagos web,241
banco colpatria pricesmart,impuesto predial,p,3,pagos web,241
bancolombia s.a.,facilidades,p,0,pagos web,241
bancoomeva s.a.,impuesto predial,p,2,pagos web,240
banco bbva colombia s.a.,retencion ica,p,1,pagos web,240
cotrafa,alumbrado publico,presencial,4,pagos presencial,239
scotiabank colpatria,impuesto predial,n,2,pagos web,238
banco gnb sudameris,impuesto predial,p,2,pagos web,237
popular,impuesto predial,presencial,3,pagos presencial,237
davivienda,industria y comercio,presencial,5,pagos presencial,237
falabella,impuesto predial,p,1,pagos web,236
banco bbva colombia s.a.,impuesto predial,n,2,pagos web,235
banco bbva colombia s.a.,impuesto predial,a,0,pagos web,234
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,p,3,pagos web,234
bancolombia s.a.,industria y comercio,p,6,pagos web,233
banco caja social,recursos fonset,p,3,pagos web,232
popular,industria y comercio,presencial,0,pagos presencial,232
bancolombia s.a.,industria y comercio,n,2,pagos web,232
confiar cooperativa financiera,impuesto predial,p,4,pagos web,231
nequi,impuesto predial,n,0,pagos web,229
bancolombia,transferencias,p,3,pagos web,229
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,p,2,pagos web,228
scotiabank colpatria,impuesto predial,n,1,pagos web,227
nequi,impuesto predial,a,3,pagos web,227
bbva colombia s.a,impuesto predial,p,3,pagos web,227
itaú,impuesto predial,p,6,pagos web,226
banco colpatria pricesmart,impuesto predial,p,4,pagos web,225
banco davivienda,industria y comercio,n,4,pagos web,225
"rappipay, s.a.s.",impuesto predial,p,6,pagos web,225
bancolombia s.a.,industria y comercio,n,1,pagos web,225
gnb,industria y comercio,presencial,1,pagos presencial,225
cotrafa,alumbrado publico,presencial,2,pagos presencial,224
banco popular,rendimientos financieros y recursos no ejecutados,p,3,pagos web,223
banco bbva colombia s.a.,impuesto predial,a,3,pagos web,223
occidente,ingresos no tributarios,presencial,1,pagos presencial,223
banco davivienda,industria y comercio,n,0,pagos web,223
davivienda,delineación urbana,presencial,1,pagos presencial,222
banco popular,impuesto predial,p,6,pagos web,222
bancolombia,movilidad,presencial,2,pagos presencial,222
bancolombia s.a.,impuesto predial,a,5,pagos web,221
bancolombia,pot.,presencial,2,pagos presencial,221
bancolombia,transferencias,p,1,pagos web,220
bancolombia,recursos fonset,p,4,pagos web,219
banco de bogota,impuesto predial,n,1,pagos web,219
banco bbva colombia s.a.,impuesto predial,a,1,pagos web,218
banco bilbao vizcaya argentari,impuesto predial,p,0,pagos web,218
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,2,pagos presencial,218
banco bbva colombia s.a.,retencion ica,p,2,pagos web,217
banco gnb sudameris,impuesto predial,p,3,pagos web,217
bancolombia,pot.,presencial,3,pagos presencial,217
bancolombia,retencion ica,n,1,pagos web,217
cotrafa,alumbrado publico,presencial,3,pagos presencial,215
banco caja social,recursos fonset,p,4,pagos web,214
banco davivienda,facilidades,p,5,pagos web,212
banco de bogota,impuesto predial,n,0,pagos web,212
bancoomeva s.a.,impuesto predial,p,3,pagos web,212
bbva,circulacion y transito,presencial,3,pagos presencial,212
nu pagamentos sa,impuesto predial,p,5,pagos web,212
bbva,circulacion y transito,presencial,1,pagos presencial,211
bancolombia,rendimientos financieros y recursos no ejecutados,presencial,0,pagos presencial,211
occidente,préstamos hipotecarios,presencial,0,pagos presencial,211
bcsc,impuesto predial,p,1,pagos web,211
banco de bogota,impuesto predial,n,2,pagos web,211
banco gnb sudameris,circulacion y transito,p,0,pagos web,211
bogota_1,servicios,presencial,1,pagos presencial,210
nu pagamentos sa,impuesto predial,p,6,pagos web,210
"rappipay, s.a.s.",impuesto predial,p,5,pagos web,210
bancoomeva s.a.,impuesto predial,p,0,pagos web,208
occidente,ingresos no tributarios,presencial,4,pagos presencial,207
bancolombia,recursos fonset,p,1,pagos web,207
davivienda,rentas contractuales,presencial,0,pagos presencial,207
bancolombia,impuesto telefonico,p,3,pagos web,207
popular,servicios,presencial,1,pagos presencial,207
banco popular,rendimientos financieros y recursos no ejecutados,p,2,pagos web,206
banco falabella,industria y comercio,p,2,pagos web,206
falabella,impuesto predial,p,2,pagos web,206
daviplata,impuesto predial,p,2,pagos web,206
nequi,impuesto predial,a,4,pagos web,204
occidente,préstamos hipotecarios,presencial,4,pagos presencial,203
bancolombia,recursos fonset,p,3,pagos web,203
bancolombia,industria y comercio,n,6,pagos web,203
davivienda,pot.,presencial,1,pagos presencial,203
banco davivienda s.a.,impuesto predial,p,0,pagos web,202
