nombre_banco,descripcion_tipo_cuenta_contrato,origen,tipo_archivo_recaudo,mean,std,max,min
scotiabank caribbean holding l,impuesto predial,p,pagos web,254319.0,,254319,254319
scotiabank colpatria,alumbrado publico,a,pagos web,223900.0,,223900,223900
scotiabank colpatria,alumbrado publico,n,pagos web,156638.57142857142,244050.99394242532,703916,19737
scotiabank colpatria,alumbrado publico,p,pagos web,3502769.4511278197,8524109.710248193,34365902,230
scotiabank colpatria,aprov.esp.pub,n,pagos web,729209.3636363636,828835.3346024049,2804730,21534
scotiabank colpatria,aprov.esp.pub,p,pagos web,700696.5,602326.2141937246,1939880,232189
scotiabank colpatria,circulacion y transito,a,pagos web,12698.076923076924,4503.922965251857,25392,8740
scotiabank colpatria,circulacion y transito,n,pagos web,34667.88888888889,19530.533341696308,60700,12290
scotiabank colpatria,circulacion y transito,p,pagos web,78715.64516129032,124238.73370699625,542765,4200
scotiabank colpatria,deguello de ganado,p,pagos web,88562240.0,8136986.42020906,99221700,75480600
scotiabank colpatria,delineación urbana,p,pagos web,3353602.5714285714,5915606.733634284,16296000,142000
scotiabank colpatria,estampilla procultura,p,pagos web,69775666.66666667,65576352.333240785,229100000,4697000
scotiabank colpatria,facilidades,a,pagos web,325044.36842105264,470930.52618856536,2597560,60382
scotiabank colpatria,facilidades,n,pagos web,1550032.5333333334,3003127.3885631845,15937534,12272
scotiabank colpatria,facilidades,p,pagos web,2780331.57518797,21852028.66318228,477773988,5110
scotiabank colpatria,impuesto predial,a,pagos web,724797.3111432706,1490317.7927687136,28009918,24
scotiabank colpatria,impuesto predial,n,pagos web,1291878.9910931175,2443886.5552201592,39169857,63
scotiabank colpatria,impuesto predial,p,pagos web,1402112.6831489517,6391011.660447078,558689190,8
scotiabank colpatria,impuesto predial,w,pagos web,223458.0,254304.07092803577,591554,7799
scotiabank colpatria,impuesto telefonico,n,pagos web,7144.0,,7144,7144
scotiabank colpatria,impuesto telefonico,p,pagos web,38050.76470588235,60578.74317110893,189425,1683
scotiabank colpatria,industria y comercio,a,pagos web,212450.73134328358,475921.32849127124,3012762,12557
scotiabank colpatria,industria y comercio,n,pagos web,8058071.2125,20292821.59040779,212821350,266
scotiabank colpatria,industria y comercio,p,pagos web,10245366.975942977,57513818.841824755,878950000,21
scotiabank colpatria,ingresos no tributarios,n,pagos web,2938768.0,1100818.1800969676,3717164,2160372
scotiabank colpatria,ingresos no tributarios,p,pagos web,6520804.233333333,29005758.616364505,160028000,9034
scotiabank colpatria,movilidad,n,pagos web,790100.0,,790100,790100
scotiabank colpatria,movilidad,p,pagos web,1852861.5384615385,1573549.725693716,4197600,229800
scotiabank colpatria,otros ingresos,n,pagos web,127682.25,143019.86899349568,309100,129
scotiabank colpatria,otros ingresos,p,pagos web,1659869.9714285715,7716194.7043494815,45530049,4
scotiabank colpatria,publicidad exterior visual,p,pagos web,274834.859375,270630.2507185695,2176182,124722
scotiabank colpatria,recursos fonset,n,pagos web,416666.6666666667,240091.37149565926,716000,86000
scotiabank colpatria,recursos fonset,p,pagos web,61630779.87421384,292305546.0974219,2580565000,38000
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,n,pagos web,35137244.041666664,66979976.3289123,277782958,503319
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,p,pagos web,30632757.86200552,124889539.22670741,1935000000,606
scotiabank colpatria,rentas contractuales,n,pagos web,3895947.25,6795445.570676553,14083512,245138
scotiabank colpatria,rentas contractuales,p,pagos web,2468201.9210526315,2002664.4159822252,8407772,44785
scotiabank colpatria,retencion ica,n,pagos web,1923818.1818181819,2688158.8055091472,8016000,58000
scotiabank colpatria,retencion ica,p,pagos web,20980899.660818715,48832628.29797279,305579000,1000
scotiabank colpatria,servicios,n,pagos web,16819.2,9696.03770619731,32135,6427
scotiabank colpatria,transferencias,p,pagos web,9434093.666666666,12623282.703056931,24010205,2146038
scotiabank colpatria s.a.,alumbrado publico,a,pagos web,75712.0,58423.9906887573,117024,34400
scotiabank colpatria s.a.,alumbrado publico,n,pagos web,132000.0,,132000,132000
scotiabank colpatria s.a.,alumbrado publico,p,pagos web,88476.63636363637,163185.94459390285,579850,4672
scotiabank colpatria s.a.,aprov.esp.pub,n,pagos web,269718.85714285716,7164.762462416814,279618,263327
scotiabank colpatria s.a.,aprov.esp.pub,p,pagos web,868827.0,,868827,868827
scotiabank colpatria s.a.,circulacion y transito,n,pagos web,50058.4,34824.6648914243,104000,13180
scotiabank colpatria s.a.,circulacion y transito,p,pagos web,211982.925,247118.30273273375,1099886,5540
scotiabank colpatria s.a.,delineación urbana,p,pagos web,5774614.285714285,8610239.185115315,23920920,343000
scotiabank colpatria s.a.,facilidades,a,pagos web,246563.5,415334.76966598886,1084476,13813
scotiabank colpatria s.a.,facilidades,n,pagos web,1783563.9142857143,3136219.9706888185,14804473,54338
scotiabank colpatria s.a.,facilidades,p,pagos web,1561375.6753246754,3627952.9150778996,26174658,30800
scotiabank colpatria s.a.,impuesto predial,a,pagos web,794857.3524904215,1183167.3257081623,8996036,434
scotiabank colpatria s.a.,impuesto predial,n,pagos web,1103324.223255814,2199139.669782594,21295086,576
scotiabank colpatria s.a.,impuesto predial,p,pagos web,964308.1283931357,1724979.464108421,23364684,10
scotiabank colpatria s.a.,impuesto predial,w,pagos web,837545.64,1583747.4115755453,7103805,12323
scotiabank colpatria s.a.,impuesto telefonico,p,pagos web,31229.8,20744.255860358066,60219,10302
scotiabank colpatria s.a.,industria y comercio,a,pagos web,724395.875,1151762.7767330606,4564700,8243
scotiabank colpatria s.a.,industria y comercio,n,pagos web,2309895.4324324327,3551989.2563584633,19209816,2803
scotiabank colpatria s.a.,industria y comercio,p,pagos web,1229346.5317324186,2566254.2735385597,19391217,31
scotiabank colpatria s.a.,industria y comercio,w,pagos web,2940919.3333333335,2337712.785814873,4735463,297334
scotiabank colpatria s.a.,ingresos no tributarios,p,pagos web,257915.2,101869.203823825,331960,132891
scotiabank colpatria s.a.,movilidad,n,pagos web,385500.0,,385500,385500
scotiabank colpatria s.a.,movilidad,p,pagos web,7119500.0,8390811.908272048,13052700,1186300
scotiabank colpatria s.a.,retencion ica,p,pagos web,637000.0,881385.2733056073,1779000,32000
scotiabank colpatria s.a.,servicios,n,pagos web,12854.0,,12854,12854
scotiabank de costa rica s.a.,impuesto predial,p,pagos web,2815630.0,,2815630,2815630
"scotiabank de costa rica, s.a.",impuesto predial,p,pagos web,639729.5,568641.838401379,1041820,237639
scotiabank peru s.a.a.,servicios,n,pagos web,6427.0,,6427,6427
seacoast national bank,impuesto predial,n,pagos web,702912.0,,702912,702912
sempli s.a.s.,facilidades,p,pagos web,682088.2307692308,1256898.3297510683,4830682,268453
sempli s.a.s.,impuesto predial,p,pagos web,549601.5238095238,527668.6337660804,2201052,4120
sempli s.a.s.,industria y comercio,n,pagos web,1940741.2,1457077.71327294,3977793,709002
sempli s.a.s.,industria y comercio,p,pagos web,2969302.875,2379625.9497382212,9899439,8161
serfinansa,facilidades,p,pagos web,1344184.0,,1344184,1344184
serfinansa,impuesto predial,a,pagos web,400618.0,194314.78168168268,725567,199872
serfinansa,impuesto predial,p,pagos web,556028.375,845917.5060752181,3498515,61900
serfinansa,industria y comercio,p,pagos web,57542.0,,57542,57542
servibanca s.a.,impuesto predial,a,pagos web,6591396.0,,6591396,6591396
servibanca s.a.,impuesto predial,p,pagos web,854578.2285714286,771317.3208981344,2926752,59636
servibanca s.a.,industria y comercio,p,pagos web,454456.5,490997.7231229285,1391422,36085
servibanca s.a.,ingresos no tributarios,p,pagos web,1069584.0,,1069584,1069584
servicios financieros carrefou,facilidades,p,pagos web,106186.0,,106186,106186
servicios financieros carrefou,impuesto predial,a,pagos web,398172.0,,398172,398172
servicios financieros carrefou,impuesto predial,n,pagos web,142952.0,104685.74474110598,216976,68928
servicios financieros carrefou,impuesto predial,p,pagos web,721919.3333333334,136282.3773542762,806476,564704
servicios financieros carrefou,servicios,n,pagos web,6427.0,,6427,6427
shinhan card co. ltd.,impuesto predial,p,pagos web,2526259.0,,2526259,2526259
"silverton bank, n.a.",impuesto predial,n,pagos web,358399.0,,358399,358399
sistemas internacionales s.a.,impuesto predial,n,pagos web,688541.0,,688541,688541
six bbs ag,impuesto predial,p,pagos web,793515.0,0.0,793515,793515
societe generale,servicios,n,pagos web,6427.0,,6427,6427
socur sa,impuesto predial,p,pagos web,305492.5,55737.69202702961,344905,266080
sovereign bank,impuesto predial,n,pagos web,966113.3333333334,418369.7944789195,1213378,483067
sovereign bank,impuesto predial,p,pagos web,286288.3333333333,323475.2787590833,944437,141640
space coast c.u.,servicios,n,pagos web,6427.0,0.0,6427,6427
space coast c.u.,servicios,p,pagos web,8033.75,3213.5,12854,6427
"st. george bank, ltd.",impuesto predial,p,pagos web,914206.0,1233069.77559585,1786118,42294
standard chartered bank,impuesto predial,p,pagos web,1544678.0,,1544678,1544678
starling bank limited,impuesto predial,p,pagos web,3274944.5,3765231.027948086,8613083,418793
state department f.c.u.,impuesto predial,p,pagos web,4233592.0,,4233592,4233592
state employees' c.u.,impuesto predial,a,pagos web,93175.0,,93175,93175
state employees' c.u.,impuesto predial,n,pagos web,2371006.0,,2371006,2371006
state employees' c.u.,impuesto predial,p,pagos web,1650640.0,,1650640,1650640
suncoast schools f.c.u.,impuesto predial,n,pagos web,102310.0,,102310,102310
suncoast schools f.c.u.,impuesto predial,p,pagos web,336633.0,175631.4927540047,446495,29061
suncoast schools f.c.u.,industria y comercio,n,pagos web,65.0,,65,65
sunstate f.c.u.,impuesto predial,p,pagos web,762922.0,,762922,762922
"suntrust banks, inc.",impuesto predial,p,pagos web,493428.0,,493428,493428
svenska handelsbanken ab,impuesto predial,n,pagos web,586834.0,,586834,586834
swiss post,facilidades,p,pagos web,1805687.6,2245701.306977466,5780734,249707
swiss post,impuesto predial,n,pagos web,3285670.0,,3285670,3285670
swiss post,impuesto predial,p,pagos web,412125.0,461719.51491137996,738610,85640
synchrony bank,facilidades,n,pagos web,9942856.0,,9942856,9942856
synchrony bank,impuesto predial,n,pagos web,691009.0,955824.5204011038,1366879,15139
synchrony bank,impuesto predial,p,pagos web,930938.8421052631,583854.1088297337,2960045,326343
tamara bank,impuesto predial,p,pagos web,769771.0,,769771,769771
"tarjetas banamex, sa de cv, so",impuesto predial,n,pagos web,1293129.0,,1293129,1293129
"tarjetas banamex, sa de cv, so",impuesto predial,p,pagos web,1504144.0,1247692.3098352414,2869695,509177
td bank n.a.,impuesto predial,p,pagos web,772200.5,1020340.4304128108,2301120,227259
"td bank, n.a.",facilidades,n,pagos web,880486.0,,880486,880486
"td bank, n.a.",impuesto predial,n,pagos web,2490932.6666666665,805368.5144617545,3152218,1594035
"td bank, n.a.",impuesto predial,p,pagos web,1159550.1764705882,1005368.762190722,3928808,119136
"td bank, n.a.",industria y comercio,p,pagos web,1002.0,,1002,1002
"teller, a.s.",impuesto predial,n,pagos web,1490514.25,1910864.504167398,4341957,402652
"teller, a.s.",impuesto predial,p,pagos web,1759345.5294117648,2407427.6986410236,9385252,410
"teller, a.s.",industria y comercio,n,pagos web,90256.0,,90256,90256
tenpo prepago s.a.,impuesto predial,p,pagos web,196268.0,,196268,196268
the saudi national bank,impuesto predial,p,pagos web,3604761.0,,3604761,3604761
toronto-dominion bank,impuesto predial,n,pagos web,1551375.0,1577123.7500060038,3173334,23279
toronto-dominion bank,impuesto predial,p,pagos web,2540453.923076923,3531038.530662532,10733511,2280
toronto-dominion bank the,impuesto predial,p,pagos web,11679580.0,,11679580,11679580
travellers cheque,impuesto predial,p,pagos web,2664557.0,,2664557,2664557
"triplink international co.,lim",impuesto predial,p,pagos web,602350.0,,602350,602350
tuily sas,industria y comercio,n,pagos web,9735947.0,,9735947,9735947
tuily sas,industria y comercio,p,pagos web,424122.0,,424122,424122
tuya alkosto,facilidades,p,pagos web,2561234.25,2350871.8637954127,5697915,390338
tuya alkosto,impuesto predial,p,pagos web,2930994.5,3499457.808322698,9210522,258535
u.s. bank n.a. nd,impuesto predial,p,pagos web,2406129.6666666665,114911.75612761882,2472474,2273441
u.s. bank national association,impuesto predial,n,pagos web,832277.5,356713.4507983964,1084512,580043
u.s. bank national association,impuesto predial,p,pagos web,1824691.0,2390130.3159779105,5379578,201385
"u.s. bank, n.a.",impuesto predial,p,pagos web,237623.5,30262.048914440675,259022,216225
ubs ag,impuesto predial,p,pagos web,1173901.125,525300.4491661177,1497257,22510
ubs switzerland ag,impuesto predial,p,pagos web,1460163.5,4345.171170391334,1463236,1457091
united nations f.c.u.,impuesto predial,p,pagos web,2692042.5,2446663.709117479,4422095,961990
university of wisconsin c.u.,impuesto predial,p,pagos web,3483768.0,3485938.8505138755,5948699,1018837
usaa savings bank,impuesto predial,a,pagos web,870388.0,0.0,870388,870388
usaa savings bank,impuesto predial,n,pagos web,678386.5,510159.6181258698,1238393,23
usaa savings bank,impuesto predial,p,pagos web,3207496.8333333335,3649446.662931366,10754612,575494
"vales intercontinentales, s.a.",impuesto predial,p,pagos web,264988.0,211195.82497767327,414326,115650
verband der sparda banken e.v.,impuesto predial,p,pagos web,927565.6666666666,119103.89643220465,1065095,858801
visa,alumbrado publico,p,pagos web,731.0,,731,731
visa,facilidades,p,pagos web,1702165.2105263157,1102666.9497106436,3527702,76865
visa,impuesto predial,a,pagos web,488552.6666666667,383101.6182911961,930538,251636
visa,impuesto predial,p,pagos web,534369.55,899720.2562339688,6674658,3261
visa,impuesto telefonico,p,pagos web,7544.0,,7544,7544
visa,industria y comercio,a,pagos web,378010.5,307718.02192998055,595600,160421
visa,industria y comercio,p,pagos web,819591.7619047619,1519878.664706657,5875540,36000
visa,rentas contractuales,a,pagos web,428331.6666666667,188757.65982302988,569301,48797
visa - visa,facilidades,n,pagos web,1359932.75,1578283.921847476,3645766,212647
visa - visa,facilidades,p,pagos web,542253.6666666666,604488.6986377726,1573232,205815
visa - visa,impuesto predial,a,pagos web,1804547.0,2278912.4433977273,4390123,88038
visa - visa,impuesto predial,n,pagos web,1179592.5384615385,1851384.414986952,7129959,2528
visa - visa,impuesto predial,p,pagos web,1312572.7394957982,2321651.8036296675,13850763,38
visa - visa,impuesto predial,w,pagos web,1297913.3333333333,1535603.8847946215,3043614,155849
visa - visa,industria y comercio,n,pagos web,303416.0,,303416,303416
visa - visa,industria y comercio,p,pagos web,1366006.6666666667,1379996.2198688565,2816417,69293
visa - visa,servicios,n,pagos web,16710.2,13327.310857783727,38562,6427
visalux s.c.,impuesto predial,p,pagos web,14961160.0,,14961160,14961160
viseca payment services sa,impuesto predial,p,pagos web,3348101.0,207359.06358295507,3494726,3201476
visions f.c.u.,facilidades,p,pagos web,295729.0,0.0,295729,295729
visions f.c.u.,impuesto predial,p,pagos web,501596.5,147859.56348001302,606149,397044
vystar c.u.,impuesto predial,p,pagos web,1021491.0,,1021491,1021491
wells fargo,impuesto predial,p,pagos web,664926.0,622172.904348301,1272335,18946
wells fargo bank n.a.,impuesto predial,a,pagos web,787401.0,114122.79184282165,868098,706704
wells fargo bank n.a.,impuesto predial,p,pagos web,1423373.7777777778,839873.0556320369,2977604,537164
"wells fargo bank nevada, n.a.",impuesto predial,p,pagos web,788018.0,,788018,788018
"wells fargo bank, n.a.",facilidades,n,pagos web,13443813.0,,13443813,13443813
"wells fargo bank, n.a.",impuesto predial,a,pagos web,1573616.142857143,854471.4210973606,3329738,706808
