Banco,Contrato,Origen,Tipo archivo recaudo,Valor pago
avvillas,rentas contractuales,presencial,pagos presencial,933011
canadian imperial bank of comm,impuesto predial,n,pagos web,926563
falabella,delineación urbana,p,pagos web,924000
citibank,facilidades,a,pagos web,921790
hsbc bank nevada n.a.,impuesto predial,p,pagos web,917126
choice financial group,industria y comercio,p,pagos web,910300
"banco nacional de credito, c.a",impuesto predial,w,pagos web,909971
bbva,ingresos no tributarios,p,pagos web,908526
banco agrario,publicidad exterior visual,n,pagos web,908000
econstar sa,impuesto predial,p,pagos web,907798
movii s.a.,impuesto predial,n,pagos web,903637
china citic bank,impuesto predial,p,pagos web,893804
"banco bhd, s.a., banco mzltipl",impuesto predial,p,pagos web,892608
visions f.c.u.,facilidades,p,pagos web,887187
lge community c.u.,facilidades,p,pagos web,884148
pse - cuentas débito ahorro y,retencion ica,p,pagos web,884000
pse - cuentas débito ahorro y,rentas contractuales,a,pagos web,882783
daviplata,retencion ica,p,pagos web,882000
"td bank, n.a.",facilidades,n,pagos web,880486
davivienda s.a.,impuesto predial,p,pagos web,874229
westpac banking corporation,impuesto predial,a,pagos web,873859
president's choice bank,impuesto predial,p,pagos web,873810
scotiabank colpatria s.a.,aprov.esp.pub,p,pagos web,868827
bancar tecnologia co sa compan,facilidades,p,pagos web,866349
pnc bank n.a.,impuesto predial,p,pagos web,865530
coop. financ. confiar,impuesto predial,a,pagos web,860575
iberia cards,impuesto predial,n,pagos web,858589
nu pagamentos sa,movilidad,p,pagos web,858000
movii s.a.,facilidades,p,pagos web,851329
financiera el corte ingles efc,impuesto predial,p,pagos web,851191
fairstone bank of canada,impuesto predial,p,pagos web,849083
la federation des caisses desj,impuesto predial,n,pagos web,848718
"bank of america, national asso",industria y comercio,n,pagos web,848023
monzo bank limited,impuesto predial,n,pagos web,847811
banco popular,ingresos no tributarios,p,pagos web,845550
banco av villas,aprov.esp.pub,p,pagos web,841464
goldman sachs bank usa,impuesto predial,a,pagos web,840408
banagrario,impuesto predial,n,pagos web,837586
bancoomeva,impuesto predial,a,pagos web,835763
metro c.u.,impuesto predial,n,pagos web,833908
davivienda s.a.,industria y comercio,p,pagos web,831182
banco colpatria pricesmart,alumbrado publico,a,pagos web,830652
swiss post,impuesto predial,p,pagos web,824250
pse - cuentas débito ahorro y,rendimientos financieros y recursos no ejecutados,n,pagos web,821849
"bank of missouri, the",impuesto predial,p,pagos web,819693
"capital one bank (usa), nation",impuesto predial,a,pagos web,817454
card services for credit union,impuesto predial,p,pagos web,816029
"payblr, inc.",impuesto predial,p,pagos web,811466
"credit agricole, s.a.",impuesto predial,p,pagos web,810271
bank of america,industria y comercio,n,pagos web,797563
revolut issued by wirecard car,impuesto predial,p,pagos web,791441
scotiabank colpatria,movilidad,n,pagos web,790100
"wells fargo bank nevada, n.a.",impuesto predial,p,pagos web,788018
"banco itaucard, s.a.",industria y comercio,n,pagos web,785599
western capital bank,impuesto predial,p,pagos web,779396
amex espana card globestar cha,impuesto predial,p,pagos web,776632
nu pagamentos sa,alumbrado publico,p,pagos web,776252
bnp paribas,impuesto predial,p,pagos web,775579
banco av villas s.a.,circulacion y transito,n,pagos web,775020
"gio building society, ltd.",impuesto predial,p,pagos web,771973
bancolombia s.a.- nequi,ingresos no tributarios,p,pagos web,771088
giros y finanzas compañia de f,facilidades,p,pagos web,770220
tamara bank,impuesto predial,p,pagos web,769771
"itau corpbanca colombia, s.a.",movilidad,p,pagos web,768800
daviplata,facilidades,a,pagos web,765929
"banco de occidente, s.a.",industria y comercio,a,pagos web,764908
cf tech colombia sas,aprov.esp.pub,n,pagos web,764877
banco falabella,publicidad exterior visual,p,pagos web,764223
sunstate f.c.u.,impuesto predial,p,pagos web,762922
banco cooperativo coopcentral,alumbrado publico,p,pagos web,762727
banco de occidente s.a.,retencion ica,p,pagos web,759000
lloyds bank plc,impuesto predial,p,pagos web,758043
banco de bogotá s.a.,aprov.esp.pub,n,pagos web,756581
visa,industria y comercio,a,pagos web,756021
"banco nacional de mexico, s.a.",impuesto predial,a,pagos web,755790
"banco cooperativo espanol, s.a",impuesto predial,p,pagos web,754580
merrick bank corporation,impuesto predial,p,pagos web,750349
pse - cuentas débito ahorro y,circulacion y transito,n,pagos web,745698
ge capital retail bank,impuesto predial,p,pagos web,745575
"ixe banco, s.a.",industria y comercio,p,pagos web,741290
nequi,publicidad exterior visual,p,pagos web,741000
nu pagamentos sa,aprov.esp.pub,n,pagos web,737459
banco gnb sudameris,impuesto telefonico,p,pagos web,737332
movii sa,facilidades,n,pagos web,736527
dale,impuesto predial,n,pagos web,727986
ban100,industria y comercio,p,pagos web,726000
banco colpatria,movilidad,p,pagos web,720600
banco pichincha s.a.,impuesto predial,a,pagos web,718418
banco de occidente,aprov.esp.pub,n,pagos web,716315
lloyds bank plc,impuesto predial,n,pagos web,713519
banco de guayaquil,impuesto predial,p,pagos web,709717
"europay norge, a.s.",impuesto predial,a,pagos web,708299
"banco de occidente, s.a.",movilidad,p,pagos web,703500
seacoast national bank,impuesto predial,n,pagos web,702912
lulo bank,industria y comercio,p,pagos web,698668
commerzbank ag,impuesto predial,p,pagos web,698017
gnb sudameris s.a.,facilidades,p,pagos web,696064
banco mercantil del norte s.a.,impuesto predial,p,pagos web,693805
banco itau,movilidad,p,pagos web,691000
sistemas internacionales s.a.,impuesto predial,n,pagos web,688541
bancolombia - botón bancolombi,servicios,p,pagos web,687694
bcsc,delineación urbana,n,pagos web,687000
ripley visa,industria y comercio,a,pagos web,681574
aval soluciones digitales s.a.,impuesto predial,p,pagos web,681319
banco bilbao vizcaya argentari,facilidades,a,pagos web,677458
"rappipay, s.a.s.",rentas contractuales,n,pagos web,672667
banco de bogotá s.a.,delineación urbana,n,pagos web,671960
bcsc,facilidades,a,pagos web,670620
"banco bhd, s.a., banco mzltipl",impuesto predial,n,pagos web,668724
firstbank,industria y comercio,p,pagos web,668030
bancoomeva s.a.,aprov.esp.pub,n,pagos web,666098
"republic bank, ltd.",impuesto predial,p,pagos web,658851
banco caja social s.a.,facilidades,n,pagos web,654741
daviplata,rentas contractuales,n,pagos web,652220
rbs national bank,impuesto predial,n,pagos web,651937
scotiabank colpatria,impuesto telefonico,p,pagos web,646863
nequi,alumbrado publico,a,pagos web,646855
bank of the west,impuesto predial,p,pagos web,645994
movii sa,industria y comercio,p,pagos web,644979
nu bn servicios méxico s.a. de,impuesto predial,n,pagos web,643979
jpmorgan chase bank n.a.,impuesto predial,a,pagos web,643762
bancamia s.a.,industria y comercio,p,pagos web,642802
consumidor de american express,impuesto predial,n,pagos web,639235
daviplata,circulacion y transito,p,pagos web,636621
american gateway bank,impuesto predial,p,pagos web,636496
ge capital finance australia,impuesto predial,p,pagos web,634953
capital one bank (usa) n.a.,facilidades,p,pagos web,632898
comdirect bank ag,impuesto predial,p,pagos web,632728
bank of montreal,impuesto predial,n,pagos web,630848
emirates nbd,impuesto predial,p,pagos web,629251
nu pagamentos sa,aprov.esp.pub,p,pagos web,625714
clara,retencion ica,p,pagos web,623000
banco av villas s.a.,industria y comercio,a,pagos web,622766
"hsbc bank nevada, n.a.",impuesto predial,n,pagos web,620122
avvillas,publicidad exterior visual,presencial,pagos presencial,619000
itau unibanco s.a.,industria y comercio,n,pagos web,613567
socur sa,impuesto predial,p,pagos web,610985
"credomatic de panama, s.a.",impuesto predial,n,pagos web,605298
banco de bogotá s.a.,publicidad exterior visual,p,pagos web,604000
"triplink international co.,lim",impuesto predial,p,pagos web,602350
daviplata,industria y comercio,w,pagos web,600717
pse - cuentas débito ahorro y,otros ingresos,n,pagos web,600442
banco falabella,industria y comercio,w,pagos web,599112
diners club,impuesto predial,n,pagos web,598910
"wirecard card solutions, ltd.",delineación urbana,p,pagos web,597000
"rappipay, s.a.s.",delineación urbana,p,pagos web,596716
svenska handelsbanken ab,impuesto predial,n,pagos web,586834
lulo bank sa,industria y comercio,p,pagos web,586607
cooperativa financiera de anti,impuesto predial,p,pagos web,586284
santander uk plc,impuesto predial,p,pagos web,585941
banco davivienda s.a.,rentas contractuales,p,pagos web,580190
banco popular dominicano c. po,impuesto predial,p,pagos web,578627
colpatria,industria y comercio,a,pagos web,578020
banco caja social,impuesto telefonico,p,pagos web,575913
netspend,impuesto predial,p,pagos web,570776
banco davivienda s.a.,industria y comercio,a,pagos web,570102
lulo bank sa,facilidades,p,pagos web,570052
cf tech colombia sas,retencion ica,p,pagos web,567000
rappipay daviplata,impuesto predial,n,pagos web,557428
banco caja social,rendimientos financieros y recursos no ejecutados,n,pagos web,556835
baxter c.u.,impuesto predial,p,pagos web,551809
banco av villas,movilidad,n,pagos web,548000
movii sa,impuesto predial,n,pagos web,546372
banco itau,publicidad exterior visual,n,pagos web,543000
banco continental,impuesto predial,p,pagos web,540968
popular,aprov.esp.pub,presencial,pagos presencial,538733
coltefinanciera,circulacion y transito,p,pagos web,537874
master - master,facilidades,p,pagos web,537435
banco sabadell s.a.,impuesto predial,n,pagos web,537283
banco colpatria,retencion ica,n,pagos web,537000
confiar cooperativa financiera,otros ingresos,p,pagos web,531380
"vales intercontinentales, s.a.",impuesto predial,p,pagos web,529976
compania de financiamiento tuy,delineación urbana,a,pagos web,526000
"rappipay, s.a.s.",circulacion y transito,a,pagos web,525810
banco caja social,aprov.esp.pub,p,pagos web,525126
coltefinanciera,retencion ica,n,pagos web,523000
banco bbva colombia,impuesto predial,n,pagos web,522457
international card services bv,impuesto predial,p,pagos web,520966
banco falabella,rentas contractuales,a,pagos web,520723
car s.a.,impuesto predial,n,pagos web,520369
banco av villas s.a.,delineación urbana,a,pagos web,520000
american express company,impuesto predial,w,pagos web,516035
iris,espectaculos publicos,p,pagos web,515862
banco santander,alumbrado publico,p,pagos web,512615
banco davivienda,servicios,n,pagos web,511387
banco colpatria pricesmart,impuesto telefonico,p,pagos web,511376
scotiabank colpatria,otros ingresos,n,pagos web,510729
"banco citibank de guatemala, s",impuesto predial,p,pagos web,508912
av villas,industria y comercio,a,pagos web,507019
banco colpatria pricesmart,ingresos no tributarios,p,pagos web,504204
banco itau,aprov.esp.pub,p,pagos web,498425
"banco davivienda, s.a.",impuesto predial,w,pagos web,497768
banco de bogota s.a.,circulacion y transito,p,pagos web,495476
lge community c.u.,impuesto predial,p,pagos web,495259
"suntrust banks, inc.",impuesto predial,p,pagos web,493428
"axis bank, ltd.",impuesto predial,p,pagos web,492224
popular,publicidad exterior visual,presencial,pagos presencial,491802
pse - cuentas débito ahorro y,facilidades,a,pagos web,488752
pse - cuentas débito ahorro y,retencion ica,n,pagos web,488000
banco popular,ingresos no tributarios,n,pagos web,486148
"bbva bancomer, s.a.",impuesto predial,n,pagos web,485320
banco popular,impuesto predial,w,pagos web,484530
ripley visa,industria y comercio,n,pagos web,478564
nequi,circulacion y transito,a,pagos web,476055
"u.s. bank, n.a.",impuesto predial,p,pagos web,475247
banco pichincha c.a.,facilidades,p,pagos web,475025
nequi,ingresos no tributarios,n,pagos web,474722
daviplata,ingresos no tributarios,p,pagos web,472733
bbva,servicios,n,pagos web,468601
ripley visa,alumbrado publico,n,pagos web,463421
national bank of canada,impuesto predial,p,pagos web,463327
davivienda s.a.,impuesto predial,n,pagos web,462045
bancocajasocial,estampilla procultura,presencial,pagos presencial,461901
coofinep cooperativa financier,delineación urbana,p,pagos web,461170
chase bank usa,impuesto predial,p,pagos web,459924
hsbc - bestbuy,impuesto predial,p,pagos web,454678
coopcentral,industria y comercio,p,pagos web,452893
banco nacional de mexico s.a.,impuesto predial,p,pagos web,452741
banco pichincha s.a.,retencion ica,p,pagos web,450000
bbva,delineación urbana,p,pagos web,440000
caja de ahorros y pensiones de,impuesto predial,a,pagos web,439819
deutscher sparkassen und girov,impuesto predial,a,pagos web,437743
"credit one bank, n.a.",impuesto predial,n,pagos web,435297
banco bbva colombia s.a.,ingresos no tributarios,n,pagos web,434000
banco santander colombia,circulacion y transito,p,pagos web,432708
monzo bank limited,impuesto predial,p,pagos web,432021
ripley visa,recursos fonset,p,pagos web,431108
bancar tecnologia co sa compan,impuesto predial,p,pagos web,430637
banque laurentienne du canada,industria y comercio,n,pagos web,425206
tuily sas,industria y comercio,p,pagos web,424122
bancoomeva s.a.,ingresos no tributarios,n,pagos web,424000
"banco davivienda, s.a.",alumbrado publico,p,pagos web,421850
"banco bradesco cartoes, s.a.",impuesto predial,n,pagos web,411077
bbva,circulacion y transito,p,pagos web,410335
leesport bank,impuesto predial,n,pagos web,406710
"bbva bancomer, sa instit. de b",impuesto predial,n,pagos web,405803
coink s.a.,impuesto predial,p,pagos web,404239
"banca afirme, s.a.",impuesto predial,p,pagos web,401070
banco de credito e inversiones,impuesto predial,n,pagos web,400033
credit mutuel arkea,impuesto predial,p,pagos web,400033
banco de occidente,facilidades,a,pagos web,398422
servicios financieros carrefou,impuesto predial,a,pagos web,398172
itaú,ingresos no tributarios,p,pagos web,397769
banco de bogotá s.a.,alumbrado publico,p,pagos web,394689
banco finandina s.a. bic,facilidades,p,pagos web,391976
coofinep cooperativa financier,impuesto predial,a,pagos web,390419
confiar,publicidad exterior visual,presencial,pagos presencial,390000
banco av villas,rendimientos financieros y recursos no ejecutados,n,pagos web,388886
falabella,alumbrado publico,p,pagos web,386342
bbva colombia s.a,industria y comercio,a,pagos web,386184
scotiabank colpatria s.a.,movilidad,n,pagos web,385500
lulo bank,impuesto predial,a,pagos web,383931
australia and new zealand bank,impuesto predial,p,pagos web,376851
itaú,alumbrado publico,p,pagos web,373042
bogota_1,multas codigo de policia,presencial,pagos presencial,372427
"ixe banco, s.a.",industria y comercio,n,pagos web,370645
hsbc,industria y comercio,p,pagos web,369888
gnb sudameris,circulacion y transito,p,pagos web,367199
cfa cooperativa financiera,retencion ica,n,pagos web,363000
colpatria,servicios,presencial,pagos presencial,362194
netspend,impuesto predial,n,pagos web,361487
bank of america n.a,impuesto predial,p,pagos web,359833
"silverton bank, n.a.",impuesto predial,n,pagos web,358399
postepay s.p.a,impuesto predial,p,pagos web,348760
banco caja social,movilidad,n,pagos web,345500
nationwide building society,impuesto predial,p,pagos web,344940
capital one bank (canada branc,impuesto predial,p,pagos web,343844
banco agrario,circulacion y transito,p,pagos web,337446
compania de financiamiento tuy,alumbrado publico,n,pagos web,337226
eaglebank,alumbrado publico,p,pagos web,335916
"europay norge, a.s.",impuesto predial,p,pagos web,335753
banco colpatria,impuesto predial,w,pagos web,333944
bancolombia s.a.,impuesto telefonico,n,pagos web,329554
nequi,delineación urbana,p,pagos web,328490
banco de la produccion s.a. (p,rentas contractuales,n,pagos web,328173
coink s.a.,impuesto predial,n,pagos web,323820
open bank s.a.,impuesto predial,p,pagos web,322407
"itau corpbanca colombia, s.a.",alumbrado publico,p,pagos web,321448
"itau corpbanca colombia, s.a.",impuesto predial,w,pagos web,319154
"banco davivienda, s.a.",circulacion y transito,p,pagos web,318571
banco cooperativo coopcentral,circulacion y transito,p,pagos web,315775
revolut ltd,impuesto predial,n,pagos web,312358
scotiabank colpatria,circulacion y transito,n,pagos web,312011
davivienda,aportes voluntarios,presencial,pagos presencial,311185
pse - cuentas débito ahorro y,industria y comercio,a,pagos web,310982
digital f.c.u.,impuesto predial,w,pagos web,310544
citibank n.a.,facilidades,n,pagos web,310074
rbc royal bank of canada,impuesto predial,p,pagos web,306752
banco coomeva s.a.,facilidades,n,pagos web,306153
banco bilbao vizcaya argentari,alumbrado publico,p,pagos web,304278
pscu incorporated,impuesto predial,p,pagos web,303849
visa - visa,industria y comercio,n,pagos web,303416
confiar cooperativa financiera,industria y comercio,a,pagos web,302919
banco agrario,circulacion y transito,n,pagos web,302309
bancolombia - botón bancolombi,otros ingresos,n,pagos web,300000
"banco de occidente, s.a.",impuesto predial,w,pagos web,296795
bancolombia,retencion ica,a,pagos web,296000
bancolombia s.a.- nequi,circulacion y transito,p,pagos web,295215
banco de occidente s.a.,circulacion y transito,p,pagos web,293580
banco colpatria,circulacion y transito,a,pagos web,293434
movii sa,impuesto predial,a,pagos web,293157
falabella,circulacion y transito,p,pagos web,288888
lulo bank sa,impuesto predial,a,pagos web,287132
banco av villas,circulacion y transito,n,pagos web,286930
servicios financieros carrefou,impuesto predial,n,pagos web,285904
interbank - banco internaciona,impuesto predial,p,pagos web,285028
banco cooperativo coopcentral,publicidad exterior visual,p,pagos web,283000
nequi,servicios,p,pagos web,281943
metro c.u.,facilidades,n,pagos web,280090
pse - cuentas débito ahorro y,ingresos no tributarios,n,pagos web,277629
daviplata,circulacion y transito,n,pagos web,274409
nequi,movilidad,n,pagos web,274000
banco itau,movilidad,n,pagos web,274000
"banco davivienda, s.a.",movilidad,p,pagos web,274000
banco popular,impuesto telefonico,p,pagos web,272081
caisse nationale des caisses d,impuesto predial,p,pagos web,269833
banco de bogotá s.a.,circulacion y transito,p,pagos web,269329
bcsc,aprov.esp.pub,n,pagos web,269297
banco de bogotá s.a.,movilidad,p,pagos web,268500
bbva colombia s.a,circulacion y transito,n,pagos web,268313
banco finandina s.a. bic,impuesto predial,n,pagos web,266421
metabank,impuesto predial,p,pagos web,266008
citigroup pty limited,impuesto predial,p,pagos web,263201
banco colpatria,impuesto telefonico,p,pagos web,262291
banco falabella,rentas contractuales,p,pagos web,261800
"banco davivienda, s.a.",impuesto telefonico,n,pagos web,261639
macy's,facilidades,n,pagos web,258874
erste bank der oesterreichisch,impuesto predial,a,pagos web,254804
scotiabank caribbean holding l,impuesto predial,p,pagos web,254319
"banco citibank (panama), s.a.",impuesto predial,p,pagos web,254319
banco av villas,impuesto telefonico,p,pagos web,254207
banco itau,alumbrado publico,a,pagos web,254040
banco bogota,publicidad exterior visual,p,pagos web,254000
rappipay,facilidades,p,pagos web,253576
oca s.a.,impuesto predial,p,pagos web,252575
banco itau,impuesto telefonico,p,pagos web,251354
scotiabank colpatria s.a.,circulacion y transito,n,pagos web,250292
choice financial group,industria y comercio,n,pagos web,250272
banco davivienda,rentas contractuales,a,pagos web,250008
rappipay daviplata,facilidades,p,pagos web,249632
coofinep,aprov.esp.pub,presencial,pagos presencial,249408
banco bbva colombia,impuesto predial,a,pagos web,247936
"banco davivienda, s.a.",movilidad,n,pagos web,245500
american express us consumer,facilidades,a,pagos web,243823
barclays bank delaware,industria y comercio,p,pagos web,243170
"jpmorgan chase bank, n.a.",facilidades,n,pagos web,240269
banco colpatria,impuesto telefonico,n,pagos web,235484
itaú,ingresos no tributarios,n,pagos web,232932
banco davivienda,servicios,p,pagos web,232600
daviplata,aprov.esp.pub,a,pagos web,232312
davivienda s.a.,facilidades,p,pagos web,230994
cfa,rentas contractuales,presencial,pagos presencial,230436
banco popular,movilidad,p,pagos web,229800
"capital one bank (usa), nation",impuesto predial,n,pagos web,229476
"rappipay, s.a.s.",alumbrado publico,n,pagos web,228442
pomelo tecnologia sas,industria y comercio,p,pagos web,227604
banco gnb sudameris,publicidad exterior visual,p,pagos web,227000
confiar cooperativa financiera,rendimientos financieros y recursos no ejecutados,p,pagos web,226934
scotiabank colpatria,alumbrado publico,a,pagos web,223900
compania de financiamiento tuy,industria y comercio,w,pagos web,222796
"banco bac san jose, s.a.",facilidades,p,pagos web,220871
"europay norge, a.s.",impuesto predial,n,pagos web,220510
bbva colombia s.a,alumbrado publico,p,pagos web,220464
hsbc bank a.s.,impuesto predial,p,pagos web,218079
hsbc bank a.s.,impuesto predial,n,pagos web,218079
lulo bank sa,impuesto predial,n,pagos web,216838
nequi,retencion ica,n,pagos web,214000
banco union antes giros,industria y comercio,n,pagos web,212441
itaú,circulacion y transito,n,pagos web,212440
banco de bogota,impuesto telefonico,n,pagos web,211873
redeban multicolor s.a.,circulacion y transito,a,pagos web,210780
redeban multicolor s.a.,delineación urbana,p,pagos web,209000
distribuidora liverpool s.a. d,facilidades,p,pagos web,208456
bancomer,facilidades,p,pagos web,208456
daviplata,circulacion y transito,a,pagos web,205930
nequi,impuesto telefonico,n,pagos web,203557
bilbao bizkaia kutxa (bbk),impuesto predial,p,pagos web,203266
bbva colombia s.a,circulacion y transito,p,pagos web,199300
banco colpatria,alumbrado publico,n,pagos web,198825
itaú,aprov.esp.pub,n,pagos web,197016
pse - cuentas débito ahorro y,recursos fonset,n,pagos web,197000
banco gnb sudameris,alumbrado publico,n,pagos web,196703
tenpo prepago s.a.,impuesto predial,p,pagos web,196268
banco de bogota,servicios,n,pagos web,192810
coofinep cooperativa financier,aprov.esp.pub,n,pagos web,190170
pse - cuentas débito ahorro y,impuesto telefonico,n,pagos web,189999
payrnet limited,impuesto predial,n,pagos web,189149
banco caja social,circulacion y transito,a,pagos web,188618
itau corpbanca colombia s.a.,circulacion y transito,p,pagos web,186100
cfa cooperativa financiera,circulacion y transito,p,pagos web,185480
"itau corpbanca colombia, s.a.",circulacion y transito,n,pagos web,184762
avvillas,otros ingresos,presencial,pagos presencial,183897
cfa cooperativa financiera,alumbrado publico,p,pagos web,182631
banco falabella,impuesto telefonico,p,pagos web,180337
"banco de occidente, s.a.",impuesto telefonico,p,pagos web,179283
banco de bogota s.a.,alumbrado publico,p,pagos web,177330
banco falabella,servicios,n,pagos web,177183
digital f.c.u.,impuesto predial,p,pagos web,176443
"rappipay, s.a.s.",circulacion y transito,n,pagos web,176340
bancolombia s.a.,alumbrado publico,a,pagos web,176320
bbva,delineación urbana,n,pagos web,176000
confiar,servicios,presencial,pagos presencial,173981
daviplata,alumbrado publico,p,pagos web,172566
banco de occidente,ingresos no tributarios,n,pagos web,172550
banco pichincha c.a.,industria y comercio,p,pagos web,170086
coopcentral,facilidades,p,pagos web,168445
banco santander,impuesto telefonico,p,pagos web,167107
banco caja social s.a.,circulacion y transito,n,pagos web,166920
lulo bank,facilidades,a,pagos web,166697
scotiabank colpatria,circulacion y transito,a,pagos web,165075
banco colpatria pricesmart,alumbrado publico,p,pagos web,158619
cfa,impuesto telefonico,presencial,pagos presencial,157212
bancolombia s.a.- nequi,alumbrado publico,n,pagos web,157123
scotiabank colpatria s.a.,impuesto telefonico,p,pagos web,156149
"pnc bank, global investment se",impuesto predial,a,pagos web,155241
postepay s.p.a,impuesto predial,n,pagos web,154251
banco bbva colombia s.a.,circulacion y transito,a,pagos web,152502
scotiabank colpatria s.a.,alumbrado publico,a,pagos web,151424
la federation des caisses desj,impuesto predial,a,pagos web,151068
pse - cuentas débito ahorro y,publicidad exterior visual,n,pagos web,151000
"banco davivienda, s.a.",publicidad exterior visual,n,pagos web,151000
banco itau,circulacion y transito,n,pagos web,150388
itaú,otros ingresos,p,pagos web,150000
av villas,otros ingresos,p,pagos web,150000
movii s.a.,industria y comercio,a,pagos web,149851
compania de financiamiento tuy,impuesto telefonico,p,pagos web,149800
rappipay,industria y comercio,a,pagos web,147788
banco av villas s.a.,circulacion y transito,p,pagos web,147331
"bank of america, n.a.",impuesto predial,a,pagos web,145107
goldman sachs bank usa,alumbrado publico,p,pagos web,143848
itau corpbanca colombia s.a.,ingresos no tributarios,p,pagos web,143470
"banco espirito santo, s.a.",impuesto predial,p,pagos web,141962
ripley visa,otros ingresos,p,pagos web,141700
eaglebank,industria y comercio,p,pagos web,140742
bank of america n.a.,impuesto predial,a,pagos web,138934
banco cooperativo coopcentral,delineación urbana,n,pagos web,135890
hsbc bank,industria y comercio,p,pagos web,134503
cfa,delineación urbana,presencial,pagos presencial,134000
davivienda,exogena reteica,presencial,pagos presencial,132804
scotiabank colpatria s.a.,alumbrado publico,n,pagos web,132000
daviplata,impuesto telefonico,p,pagos web,131231
movii sa,industria y comercio,a,pagos web,130437
hsbc,facilidades,a,pagos web,129935
pse - cuentas débito ahorro y,facilidades,p,pagos web,129056
"itau corpbanca colombia, s.a.",ingresos no tributarios,p,pagos web,128695
banco davivienda,alumbrado publico,a,pagos web,128574
banco santander s.a.,servicios,n,pagos web,128540
coopcentral,industria y comercio,a,pagos web,126405
pse - cuentas débito ahorro y,facilidades,n,pagos web,123468
banco caja social,servicios,p,pagos web,123354
"europay norge, a.s.",facilidades,p,pagos web,122846
banco falabella,circulacion y transito,a,pagos web,122180
caja laboral popular de mondra,impuesto predial,p,pagos web,121264
cf tech sa de cv,aprov.esp.pub,p,pagos web,121260
redeban multicolor s.a.,alumbrado publico,p,pagos web,120592
pomelo tecnologia sas,impuesto predial,p,pagos web,120234
bancolombia s.a.- nequi,delineación urbana,p,pagos web,119674
banco de bogota s.a.,otros ingresos,p,pagos web,119069
pse - cuentas débito ahorro y,alumbrado publico,a,pagos web,119058
"ceska sporitelna, a.s (czech s",impuesto predial,p,pagos web,118127
cf tech colombia sas,aprov.esp.pub,p,pagos web,117509
wirex limited,impuesto predial,p,pagos web,115402
"banco nacional de mexico, s.a.",impuesto predial,p,pagos web,114660
banco popular s.a.,circulacion y transito,a,pagos web,113800
